Date,Open,High,Low,Close,Volume
2024-03-12,84.19923729319298,85.19262676971972,84.06551248745431,84.78189849853516,4251800
2024-03-13,84.93472172051739,85.35500383575295,84.56220158654227,85.2021713256836,3193100
2024-03-14,84.87741092206535,85.058897701096,84.141917239908,84.39026641845703,4895500
2024-03-15,83.54014386577747,84.80098271282446,83.54014386577747,84.48577117919922,6631000
2024-03-18,84.29474998325371,84.99203554087018,84.14191747680708,84.31385040283203,3430700
2024-03-19,84.53354712025798,84.80099672481512,84.15147313340985,84.79144287109375,3265000
2024-03-20,84.41892069147134,84.83920279556128,84.28519589243456,84.39026641845703,3366600
2024-03-21,84.39026846425803,85.11620831052397,83.97954020370095,84.79144287109375,3416200
2024-03-22,84.99203755552098,85.30724185449249,84.84875889919475,85.2021713256836,3563000
2024-03-25,85.24036646684557,85.41229937075207,84.36160153019193,84.6672592163086,3178500
2024-03-26,84.75324743952939,85.17352229317194,84.61951534126172,84.9156265258789,3287700
2024-03-27,85.5842442112265,86.22421394212613,85.32634846312466,85.9185562133789,4078600
2024-03-28,86.15733995126783,86.31972629114385,85.87078996830931,86.01406860351562,3459700
2024-04-01,85.79438311874017,85.79438311874017,84.79143984993111,85.06844329833984,3070200
2024-04-02,84.79143984993111,85.24993007530365,84.69592317848617,85.06844329833984,3307300
2024-04-03,85.01113865641078,85.11620918606118,83.86492397153116,84.15147399902344,4429200
2024-04-04,84.55264753931048,84.65771806787895,83.36822473880403,83.48284912109375,3155400
2024-04-05,83.798073823874,84.17059401530796,83.24406682060331,83.94134521484375,3479600
2024-04-08,83.7407359487429,84.05594750086019,83.59745730801193,83.78849792480469,3086900
2024-04-09,84.31384927645902,84.3711651093383,83.3013594408688,83.72164154052734,3176300
2024-04-10,83.41598994422847,83.65478528430417,82.49901671283249,82.68049621582031,4750300
2024-04-11,83.08167261558891,83.08167261558891,82.07872933639027,82.14559173583984,3908300
2024-04-12,81.88770223525894,82.38439334226229,81.83994025167252,82.0023193359375,5907600
2024-04-15,82.59451777916118,82.9956921256681,82.24109811916942,82.3079605102539,4716200
2024-04-16,82.68048058736092,82.84286692638388,82.26020582373874,82.3079605102539,3220400
2024-04-17,82.6231889092613,82.9384005118929,82.06918196296131,82.86198425292969,3886200
2024-04-18,83.10077206376312,83.39687593108522,82.52766474840057,82.82376861572266,4880800
2024-04-19,82.71808478798458,83.8325247761058,82.5355527642008,83.70762634277344,6005100
2024-04-22,83.96703315388615,85.24479409087917,83.81331424580235,84.86050415039062,3954100
2024-04-23,85.66751478600692,85.79241324343978,84.91815336029643,85.10069274902344,4014800
2024-04-24,84.7644192209985,85.67710126243178,83.93819855350915,85.37928009033203,4066500
2024-04-25,85.50418112860866,85.98454169674692,85.35046222853855,85.78279113769531,6363600
2024-04-26,87.42562480598528,88.62652624562794,85.68672186689334,87.43523406982422,7541500
2024-04-29,87.42561584661283,87.6657961099277,86.42646507165658,86.9356460571289,4472100
2024-04-30,87.37759324936371,88.47281486910614,87.2238816634686,88.30949401855469,5286700
2024-05-01,87.90598564594613,88.90513652629714,87.26230423149676,88.29027557373047,5219900
2024-05-02,88.23262619950152,89.58724652854761,87.77148415579438,89.26060485839844,9506000
2024-05-03,89.27981236348603,89.39510153450469,87.72344153847571,89.23177337646484,5432700
2024-05-06,89.55842636845811,89.63528581924155,88.81866698167885,89.5199966430664,3181900
2024-05-07,89.90428300092711,90.50953465996588,89.49117263150437,90.3846435546875,4008300
2024-05-08,90.56718708778739,90.69208553865491,89.76979403782101,89.79861450195312,7252100
2024-05-09,90.06760383007276,90.61521456817079,89.83703281658947,90.3846435546875,4639600
2024-05-10,90.615216936375,91.5182971465568,90.36542738956972,91.36457824707031,3007600
2024-05-13,91.29733614268147,91.8353376790674,90.54797476565216,90.74972534179688,3229300
2024-05-14,90.70168089434772,90.99950208433759,90.06760146179103,90.85539245605469,3971500
2024-05-15,90.58640740725498,91.03794756683843,90.50954794823622,90.81697845458984,2536100
2024-05-16,90.93226764311798,91.08597923143408,90.41347728932348,90.81697845458984,3240600
2024-05-17,90.8265774081181,90.8265774081181,90.06760682834478,90.43267822265625,4135200
2024-05-20,90.43268266813241,90.8265818729575,90.12525218156787,90.6824722290039,3900100
2024-05-21,91.10518208044122,91.48947197967139,90.72089218121107,91.43182373046875,4998200
2024-05-22,91.14362089507696,91.34537146311075,90.79776068424167,91.0379409790039,3849900
2024-05-23,90.80735647949543,91.27811510280229,89.97153380125096,90.04839324951172,3948900
2024-05-24,90.15405971068708,90.43266969443502,89.54880808857807,89.6352767944336,2554800
2024-05-28,89.22216808967492,89.91388110062978,88.12694666017967,88.32869720458984,4276900
2024-05-29,88.11734929920793,88.29988867201942,87.64659796533311,87.70423889160156,3115000
2024-05-30,87.68500956819189,87.8867674447353,87.20464902916883,87.35836791992188,3148000
2024-05-31,87.35836925156552,89.38549134352078,87.20465035846927,89.30863189697266,6648000
2024-06-03,88.81867209633711,89.59686125332043,88.17499065083078,88.837890625,3197900
2024-06-04,89.05883559300148,90.32698704579816,88.8474831256351,90.12523651123047,3599100
2024-06-05,89.99074207014858,90.26935206373756,89.50077959530057,89.98114013671875,2636800
2024-06-06,90.12525367310958,90.85540383942947,89.89468263680054,90.28858184814453,4217400
2024-06-07,90.39424394747353,90.85539329629955,90.10603201796246,90.20210266113281,2596200
2024-06-10,89.99075422366495,90.31740324739872,89.46236195457614,90.21172332763672,2542900
2024-06-11,90.06760521780436,90.28857430101571,89.28942345423307,90.26935577392578,3553600
2024-06-12,90.20210342510599,90.25014241195815,89.21256186560191,89.56803131103516,3812900
2024-06-13,89.9811491479942,91.17244135769309,89.71214106089492,91.0379409790039,4051700
