Date,Close,High,Low,Open,Volume
2024-04-23,75.7669906616211,75.9900788155466,75.37657752744579,75.43235488481058,737900
2024-04-24,76.3711929321289,76.51061859299135,74.85603456020937,75.10701493345054,1199900
2024-04-25,75.34869384765625,76.26894579755295,74.7537873644868,75.93431001428954,942800
2024-04-26,73.54540252685547,74.06594403887675,71.81645297124625,73.3687871887713,1424800
2024-04-29,74.7630844116211,75.08842278493165,73.57327145103125,73.57327145103125,1397500
2024-04-30,73.5639877319336,74.90253110760386,73.52680518351542,74.36339479330934,1065900
2024-05-01,74.22395324707031,75.07913048419097,73.34089087488955,73.34089087488955,1086300
2024-05-02,74.8095703125,74.92111085402536,73.471027079434,74.69802267912942,884000
2024-05-03,75.4881362915039,75.72981929750213,74.65154672600669,75.23716296777754,784900
2024-05-06,76.82667541503906,76.87314827668733,75.97149816878263,76.12951866370813,787000
2024-05-07,76.65005493164062,77.58889461248798,76.51062217241066,77.16130601820224,1041900
2024-05-08,77.1334228515625,77.5052340965303,76.29683336669514,76.40837390344751,1174500
2024-05-09,77.60749053955078,77.89565349690609,76.99399626268381,77.21708444592221,936800
2024-05-10,78.04437255859375,78.23028527823062,77.69114902905135,77.78410184294722,951200
2024-05-13,78.00718688964844,78.77870868858233,77.94211921334346,78.32323495444749,621400
2024-05-14,78.2581787109375,78.72294992154177,78.02579310563537,78.02579310563537,714900
2024-05-15,78.80659484863281,78.97391274585932,78.49055387156325,78.49984418841007,999700
2024-05-16,78.3418197631836,79.35502450432065,78.29534690575007,78.8065908885863,934500
2024-05-17,79.1319351196289,79.16911766343674,78.32323784030518,78.69505618653838,606900
2024-05-20,77.6539535522461,79.13192219502415,77.57958847677646,79.13192219502415,700000
2024-05-21,77.60749053955078,78.3511272728061,77.52383513027844,77.75622072294004,652500
2024-05-22,77.41228485107422,78.07225906069036,77.11483158629166,77.27285208186625,645300
2024-05-23,75.68333435058594,77.29144569220938,75.58108412755435,77.29144569220938,900800
2024-05-24,76.42697143554688,76.49203911491199,75.98078799715387,76.07374081169758,1055600
2024-05-28,75.40446472167969,76.547797639638,75.20926171353666,76.35259463149498,874000
2024-05-29,74.70731353759766,74.97688164238926,74.18676505269045,74.60506332226828,679100
2024-05-30,75.51600646972656,75.76698683558286,74.76307955584603,74.82814722628208,640200
2024-05-31,76.25965881347656,76.31542908769575,75.30223128287045,75.76700247961871,2070400
2024-06-03,75.70642852783203,76.65346415531006,75.16259287343148,76.65346415531006,720100
2024-06-04,74.78753662109375,75.71581520068817,74.33745803943066,75.02195090964076,1028900
2024-06-05,74.68438720703125,75.00318717767213,73.83111583780584,74.69376578080178,710300
2024-06-06,74.43121337890625,74.90004189965617,74.17804912535371,74.57186336588232,1845600
2024-06-07,74.32807159423828,75.3126143633851,74.14992161836118,74.18742875900783,916500
2024-06-10,74.28119659423828,74.39371086781574,73.2779037835555,73.97176803438835,709400
2024-06-11,72.84657287597656,73.84048698299044,72.58403006686007,73.84048698299044,1065600
2024-06-12,73.38105010986328,74.41247153775619,73.0810001098625,73.36229296087532,1085800
2024-06-13,72.54652404785156,73.10911681231185,71.88078844196878,73.10911681231185,780500
2024-06-14,71.88079833984375,72.09645547160086,71.22443406279712,71.78702690472558,918300
2024-06-17,73.01536560058594,73.04349417077567,71.58074413710145,71.83391557632193,749400
2024-06-18,73.4935531616211,73.51231030774365,72.79031041088456,72.92158181872162,718600
2024-06-20,75.24698638916016,75.406386387974,73.15600779418241,73.22164350862084,1750000
2024-06-21,75.0219497680664,75.28449262264306,74.39371404746512,75.2469854785955,1904100
2024-06-24,75.79081726074219,76.36278860480733,74.93754595430707,74.99381023903419,1018400
2024-06-25,75.11571502685547,75.950229319922,74.67501502076848,75.65955789197372,605200
2024-06-26,74.67500305175781,74.87191016368705,73.53106036495016,74.87191016368705,955000
2024-06-27,74.50621795654297,75.21883921833317,74.3468179971472,74.82502502908908,946100
2024-06-28,73.55919647216797,74.99381784117656,73.2497750667011,74.63750356555421,2666600
2024-07-01,73.1466293334961,74.35620780066711,72.96847220269981,73.91550783738515,1042700
2024-07-02,74.3187026977539,74.46872411167864,73.16538133341595,73.26852418525738,1542800
2024-07-03,74.22493743896484,75.31261592525223,74.18743029754035,74.5531159842345,519700
2024-07-05,73.48418426513672,74.2061770330277,73.00597717516685,73.89674849517922,1904100
2024-07-08,73.56856536865234,74.50622234325218,73.39978682707417,73.84986532253428,861000
2024-07-09,75.82833099365234,76.512816659187,74.35620965723881,74.74064534190434,1944100
2024-07-10,76.46592712402344,76.53156282436468,75.69704871127396,75.74392726651497,986700
2024-07-11,78.65067291259766,78.68818005406597,76.88788018612158,76.88788018612158,1209500
2024-07-12,79.63521575927734,79.88838002217166,78.49127298183508,78.52878012332975,871400
2024-07-15,80.71351623535156,81.37925184655823,79.63520925515562,79.63520925515562,1039300
2024-07-16,81.45427703857422,81.83871273993933,80.56349847741227,80.6947699026351,817700
2024-07-17,82.00747680664062,82.75760523562569,81.2948555144803,81.482391198604,1645900
2024-07-18,80.0196533203125,82.51382463513184,79.72898190909518,81.41676754722526,1562400
2024-07-19,79.42892456054688,80.28219587454404,79.2413960198084,80.28219587454404,1199900
2024-07-22,80.0196533203125,80.05716046268827,79.0257390855003,79.57896049334803,929600
2024-07-23,79.67271423339844,80.29156411634811,79.57894996674,79.80398563747124,749000
2024-07-24,78.5100326538086,80.26344686408876,78.39751122570667,79.58833260298914,1063900
2024-07-25,79.15699768066406,80.4228331272729,78.6694192162961,78.7913120439494,1541200
2024-07-26,76.44718170166016,77.91930305255923,75.5376531762071,75.67830317100757,1833400
2024-07-29,76.35340881347656,76.97225870555923,76.02523029845128,76.52218735745458,1646200
2024-07-30,76.72847747802734,77.83491307394328,76.66284177122536,76.83162032496696,1504400
2024-07-31,76.42842864990234,77.42234284022038,76.32528580142531,76.756607188804,1707700
2024-08-01,74.50621795654297,76.88786739025255,74.42183226759975,76.55031032697059,1196400
2024-08-02,70.70872497558594,73.774860528923,70.18363213777376,73.774860528923,1718500
2024-08-05,68.39271545410156,69.93047262227863,67.70822258050445,69.88358690283468,1713800
2024-08-06,68.79590606689453,69.94922032840178,68.3458274977352,68.46772034904103,1304900
2024-08-07,68.55210876464844,70.48368003414224,68.51460162350463,69.38662298226987,2150200
2024-08-08,69.7898178100586,69.8367035262727,68.88028928404974,68.89904643203774,1212700
2024-08-09,70.11798858642578,70.34302426103477,69.50851011201112,69.95858861498421,974500
2024-08-12,69.7523193359375,70.79311941217868,69.64917647045365,70.22114794131616,862700
2024-08-13,70.53994750976562,70.74622606474276,69.62104039461502,70.1555046609891,1361400
2024-08-14,71.16817474365234,71.44009615889806,70.63371048713653,70.63371048713653,1076600
2024-08-15,72.12457275390625,72.35898699750612,71.56198000001757,72.06831562464389,994600
2024-08-16,72.7059326171875,72.8840897559401,71.83391122534181,72.03081835849974,3214600
2024-08-19,73.28728485107422,73.40917770284898,72.67780628468805,72.68717770530105,682800
2024-08-20,72.36837768554688,73.13725624712279,72.26523482879531,73.0716205340769,831200
2024-08-21,72.90284729003906,72.96848300787983,72.03082580800793,72.78095442940813,1291000
2024-08-22,73.156005859375,73.33416300260588,72.68717729614103,72.90284158288136,781900
2024-08-23,74.52498626708984,74.82503624010192,73.44667921747418,73.65296491524917,569300
2024-08-26,74.69376373291016,75.3688707970088,74.43121375082366,74.70313515266801,1220600
2024-08-27,74.49685668945312,74.90942811902542,74.29994954909078,74.72189955308687,763300
2024-08-28,75.18133544921875,75.36886397999184,74.44996416394683,74.4780927281873,736300
2024-08-29,75.66893005371094,76.10963006411309,74.73127289243196,75.37825862291652,801000
2024-08-30,76.34403991699219,76.42843277655537,75.44388995293569,75.7251899464716,961500
2024-09-03,76.12838745117188,76.57845888388765,75.79083029975682,75.89397316012011,948000
2024-09-04,76.08148956298828,76.97226086501246,75.84707530942873,76.41904666041447,924400
2024-09-05,75.40034484863281,76.67752087937897,74.5583591088072,76.49776868172937,1567700
2024-09-06,73.347412109375,76.00581598144562,73.22442794492689,75.57063291747063,1198900
2024-09-09,74.93678283691406,74.99354365083971,73.2906542728304,73.78259816839636,1373800
2024-09-10,75.02191925048828,75.05029965290207,73.71636299702804,74.96515122785745,1206500
2024-09-11,74.71918487548828,74.83270648810166,73.09197439519777,74.83270648810166,1354300
2024-09-12,75.91120147705078,75.93958187884412,74.03802278065922,74.81378504015733,1681200
2024-09-13,76.93294525146484,77.02754900409222,76.27071176526948,76.36531551789687,1615800
2024-09-16,77.7370834350586,78.16281112372154,76.98024624044098,78.16281112372154,791000
2024-09-17,79.29806518554688,79.3453706648144,77.9546733008612,77.96413584027526,954100
2024-09-18,79.21293640136719,79.96031112277001,78.53177781283429,79.20347386046983,727700
2024-09-19,81.00096893310547,81.05772973927012,79.1277829338347,79.1277829338347,1141000
2024-09-20,80.99150085449219,81.11448499870687,80.196813533512,80.88743457177094,2631300
2024-09-23,81.15233612060547,81.58751915685546,80.963128615385,81.38884911103288,1067000
2024-09-24,80.68877410888672,81.61590100580621,80.38603776449206,81.35100760668635,1486800
2024-09-25,80.33872985839844,81.04826882086904,80.25358864744769,80.87797918116395,918300
2024-09-26,81.35100555419922,81.53075773526845,80.75499542121689,80.82121876932604,684000
2024-09-27,81.44561767578125,82.41059481059794,81.36993899716775,81.82403994006614,581100
2024-09-30,81.26585388183594,81.4739864399023,80.32926458833998,81.27531642114877,926500
2024-10-01,80.54685974121094,81.23748081735687,80.06437124192551,81.23748081735687,893500
2024-10-02,80.49010467529297,81.45507452486925,80.39550092028414,80.63201391670815,951700
2024-10-03,80.03599548339844,80.39549985258296,79.53458909248712,80.05492056483118,666200
2024-10-04,82.60926818847656,82.70387195389088,80.41442762896294,80.97259489737068,688800
2024-10-07,81.04827117919922,82.60925838561663,80.64146854016684,82.60925838561663,993000
2024-10-08,81.23747253417969,81.58750708884257,80.8590503619094,81.10502585655547,712500
2024-10-09,82.78900909423828,82.94037365467848,81.12395562257419,81.37938647610612,617400
2024-10-10,82.7606201171875,83.35663019222442,82.5903304932051,82.94036506297792,891500
2024-10-11,84.38782501220703,84.68110600381974,82.77953969945315,83.09173855287811,1123500
2024-10-14,84.87032318115234,85.10683617872031,84.0378000281225,84.3878346451286,1293000
2024-10-15,85.13522338867188,86.02451464030815,84.88925504835906,85.04061962564353,1746400
2024-10-16,86.23263549804688,86.45968594193383,85.22981553675613,85.22981553675613,736500
2024-10-17,86.33670043945312,87.0178589782738,86.27993241601582,86.36508084227009,870900
2024-10-18,85.5798568725586,86.4691479980237,85.51363352605397,86.42184251431891,998200
2024-10-21,84.81355285644531,85.81636554393359,84.2648410313731,85.44740588654439,942000
2024-10-22,85.0689926147461,85.46633271549973,84.28376773625402,84.45405738197756,828300
2024-10-23,84.7473373413086,85.18252038207275,84.39729551343571,84.67165145131385,676400
2024-10-24,84.81355285644531,85.19197505366074,84.57703988541105,85.19197505366074,1185600
2024-10-25,79.19401550292969,82.19299874126877,75.41926987951668,82.19299874126877,4195300
2024-10-28,79.93193054199219,80.15898821620611,79.2223915501324,79.6291941941775,1379400
2024-10-29,79.61974334716797,80.53740776527397,79.5819003993382,80.02653879627842,1128700
2024-10-30,79.9035415649414,80.81175051095084,79.28860639440707,79.33591187591091,966300
2024-10-31,77.95468139648438,79.72379390708973,77.8979133719074,79.68595818110977,1429900
2024-11-01,77.74655151367188,78.89127353609958,77.70870856857464,77.94522156207962,858100
2024-11-04,77.15999603271484,78.05874973104409,76.914027718388,77.65194709697592,1125500
2024-11-05,78.09658813476562,78.19119188229843,76.96132151096224,77.12214860354833,1495800
2024-11-06,81.49291229248047,82.80792389161955,80.91582004044926,82.80792389161955,1651500
2024-11-07,81.36046600341797,81.95647612108029,80.41441407314566,81.34154814064603,1187700
2024-11-08,80.84013366699219,81.34154724748568,79.81840307904768,81.34154724748568,950400
2024-11-11,82.50518798828125,83.12958572692294,81.54021819505725,81.76726863737994,874400
2024-11-12,82.41058349609375,82.76062530561428,81.83349124629675,81.83349124629675,1086900
2024-11-13,81.96593475341797,82.96874744199768,81.88079354829844,82.3821998925883,906000
2024-11-14,81.70104217529297,82.54302778385879,81.59697588948792,82.10784477858458,867700
2024-11-15,81.8902587890625,82.66602114014913,81.4645382762945,81.98486976328113,3581500
2024-11-18,81.42668914794922,82.34436067288678,81.25639951221025,81.75780587916292,958100
2024-11-19,79.63865661621094,80.15898809658651,78.38986828111342,80.15898809658651,1366900
2024-11-20,79.61027526855469,80.05492085237236,79.15616714398666,79.85625080343753,999600
2024-11-21,80.13059997558594,80.32927724344182,79.61973825705422,80.09276424797929,1050100
2024-11-22,81.10504150390625,81.36047236923172,80.19682522811708,80.19682522811708,676000
2024-11-25,82.34436798095703,82.87415479791758,81.4740018622921,81.73889527077237,2069600
2024-11-26,82.10784149169922,82.24028817418488,80.9725749332185,81.86186598802463,931800
2024-11-27,82.57141876220703,83.07282517559898,82.46735246307239,82.54303835658924,693800
2024-11-29,82.39164733886719,82.99712712787536,82.24028280496694,82.85521791510473,559600
2024-12-02,81.49485778808594,82.57293773656019,81.3612915202987,82.57293773656019,1046900
2024-12-03,80.90335083007812,81.86693499260612,80.69345890435818,81.80015185976937,1511500
2024-12-04,80.9415054321289,81.12277705290965,80.31183694116844,81.00829584299801,1019000
2024-12-05,79.90159606933594,80.5408070909749,79.2719202960327,79.67262636941454,1423200
2024-12-06,80.52172088623047,80.6171243113093,79.71078085483823,80.32137150992048,1399800
2024-12-09,78.73765563964844,80.79840478593597,78.63270967689404,80.70299407156611,714400
2024-12-10,77.02991485595703,78.76628375909625,76.81048766028803,78.76628375909625,896300
2024-12-11,76.17127227783203,77.17302668685674,75.63700714172101,76.95359948258968,1930500
2024-12-12,75.64654541015625,76.99175070319865,75.60838257703797,76.56243156854634,1409100
2024-12-13,75.28400421142578,76.00907615412004,75.1313528895013,75.88505241416816,1650900
2024-12-16,75.05502319335938,75.53204763050363,74.57799875621514,75.31262046555382,1291300
2024-12-17,73.9769515991211,74.60662007979273,73.62395089042546,74.49213887175173,1294900
2024-12-18,71.46780395507812,74.87375811121761,71.39147829897946,74.82605275645216,1758400
2024-12-19,71.72539520263672,72.42185408881352,71.20066540628329,71.90666681934341,1687000
2024-12-20,73.74798583984375,73.99603332304676,71.09572367724624,71.35332096671613,3446700
2024-12-23,73.84339141845703,73.93879485928646,73.00382366999969,73.27096349466446,900100
2024-12-24,74.22500610351562,74.35857236500061,73.40452348078482,73.61441539992275,271200
2024-12-26,74.74019622802734,74.79744411843572,73.89109318826915,74.1391479698619,372400
2024-12-27,74.13914489746094,75.0454957900674,73.80522921231794,74.17730772987957,726800
2024-12-30,73.68119049072266,74.05326893266114,72.822545132859,73.23278639945973,677800
2024-12-31,73.85293579101562,74.40627867317512,73.54763312662949,74.05328520540691,517400
2025-01-02,73.8338394165039,74.6733997784144,73.53808660423833,74.18684010897397,718100
2025-01-03,74.3299560546875,74.45397979592225,73.59533429825473,74.12006412427813,1125600
2025-01-06,74.24408721923828,75.82781193212979,73.98649721158813,74.32995540766544,1003700
2025-01-07,74.7020263671875,75.92320770606685,74.23453719932358,74.98823664915395,1265500
2025-01-08,74.73065948486328,74.83560545656184,73.4617725752834,74.58755067992742,939700
2025-01-10,72.83208465576172,74.0437307537737,72.61265749958993,73.74797794379651,900500
2025-01-13,74.22500610351562,74.34902983809016,72.47909489848503,72.57449833114354,941000
2025-01-14,75.21721649169922,75.47481378696466,74.09144570687485,74.12960125990625,976100
2025-01-15,76.40023040771484,77.17300761414906,76.36206758187905,76.85816976011483,954200
2025-01-16,77.41152954101562,77.44014984428408,76.03769675360404,76.03769675360404,924800
2025-01-17,77.90763854980469,78.22246916251014,77.45923439136236,77.91717379828789,1219400
2025-01-21,78.74720001220703,79.10973598733524,77.9457951213766,77.9457951213766,1390400
2025-01-22,77.90763854980469,78.53730705403122,77.5069324702253,78.31787259905165,2074300
2025-01-23,78.10798645019531,78.48006494073276,75.98045418998012,77.72636543254228,1363100
2025-01-24,78.06981658935547,78.44189504638246,77.83130438465535,77.83130438465535,964300
2025-01-27,78.82351684570312,78.94754057305782,77.98394921802543,78.30832960475952,1875600
2025-01-28,79.08110809326172,79.97791633580178,78.61362619779116,78.82351810807204,1128500
2025-01-29,79.54859161376953,80.20688765876825,78.97616375146485,78.97616375146485,911000
2025-01-30,79.6726303100586,80.40724480309787,79.35779240783495,80.22597317233591,781200
2025-01-31,78.66133117675781,79.88251991840995,78.49914460596577,79.35779009665256,4816300
2025-02-03,77.24933624267578,77.93625257656132,75.80872044682224,77.72636066578352,1430600
2025-02-04,76.9822006225586,77.98394750335505,76.85816961911611,76.85816961911611,1124100
2025-02-05,76.86772155761719,77.15393914650016,76.31437143447843,76.90588438805595,1670000
2025-02-06,76.32392120361328,77.4401568043002,75.46527563430936,77.43062155489751,2402300
2025-02-07,78.54684448242188,79.13835011787077,76.80093331966782,79.10019456878356,3128700
2025-02-10,80.50264739990234,81.57118483922258,78.29879666504617,78.97617054288473,2610100
2025-02-11,81.52347564697266,82.1531514152173,80.19734825740764,80.64575240531238,1952300
2025-02-12,81.03691864013672,81.26588834582414,79.99700151892817,81.26588834582414,1807500
2025-02-13,82.95455169677734,83.02133483084128,81.1609423256201,81.45669516521534,1254700
2025-02-14,81.71428680419922,83.34570949111297,81.58072054530442,83.11673980140978,1669800
2025-02-18,82.6206283569336,82.66833371061475,81.66657951383085,81.87647142392386,1184100
2025-02-19,82.22947692871094,82.61109066523389,81.84785591337254,82.04820530869172,1191600
2025-02-20,82.58247375488281,82.85914882039697,81.62842481675777,82.0195883752206,2081800
2025-02-21,80.50264739990234,82.97363795370045,79.97792484717344,82.97363795370045,1861800
2025-02-24,81.19911193847656,81.67613644415258,80.84611118390244,80.84611118390244,1165100
2025-02-25,81.43761444091797,82.08636798211576,80.94150493827618,81.70474696750257,1170900
2025-02-26,81.95279693603516,82.4584416573915,81.6475015979248,82.03865783793415,1322900
2025-02-27,83.50790405273438,83.88952509134845,82.22948194401555,82.22948194401555,1368900
2025-02-28,84.94851684570312,85.00575745177339,83.87044418475782,84.31884106366765,2142400
2025-03-03,84.56690216064453,86.16016223210326,83.97538916458672,85.35876457178253,1870800
2025-03-04,81.6856689453125,83.95630269323321,80.37861933982839,83.85135673256144,2834200
2025-03-05,83.05949401855469,83.34571159702699,81.38990846136875,81.45669159250357,1526200
2025-03-06,82.6587905883789,83.24076096078241,81.86692830739513,82.41073585289176,1932200
2025-03-07,81.6761245727539,82.51568496034204,79.99699651876239,82.29625779576133,1662600
2025-03-10,79.83480834960938,81.34220728500925,79.53905553425419,80.60758559170009,1858300
2025-03-11,79.07157135009766,80.13056622665029,78.66133002603839,80.06378309384137,1879600
2025-03-12,78.97530364990234,79.94769456277388,77.8970157578804,79.68774491360047,1829900
2025-03-13,77.54078674316406,80.0439643558118,77.4541344169415,79.32189346685851,1258400
2025-03-14,79.69735717773438,79.90916578034938,77.983643713353,78.27247496151597,880500
2025-03-17,80.75640869140625,81.1222626569044,79.2159922046081,79.3315261955999,1140500
2025-03-18,80.14022827148438,81.36293892637111,80.06321296939448,80.6504904560891,976000
2025-03-19,81.26667785644531,81.5458721455372,80.05359666628966,80.05359666628966,1190600
2025-03-20,80.99710083007812,81.7673127635507,80.57349087742504,80.79492185023078,1056900
2025-03-21,80.15949249267578,80.58310238848819,79.53369629886035,80.27501912549535,2541400
2025-03-24,82.07539367675781,82.2005499905546,80.91045348665095,81.01635780805022,802100
2025-03-25,82.47974395751953,83.26920778756386,81.95985206769262,82.14277903224777,1108900
2025-03-26,82.41236114501953,83.8757623515265,82.03688484690066,82.84560811266196,1022000
2025-03-27,81.9117202758789,82.61453180091276,81.28592406030744,82.27756686800032,702400
2025-03-28,79.96693420410156,82.67229787597653,79.37002702615442,82.09463534272102,1357100
2025-03-31,81.22816467285156,81.62289294328446,79.11971530514425,79.81290454084447,1160300
2025-04-01,81.97911071777344,82.38346862471681,80.83342263614945,81.56512314296444,1108200
2025-04-02,82.98038482666016,83.24032710196973,80.77566093941992,81.00672155583783,1040500
2025-04-03,76.36621856689453,80.1209887393902,76.28919590754532,78.63833560070073,1413700
2025-04-04,70.22380828857422,77.53116268811893,69.6268936661852,77.53116268811893,2218700
2025-04-07,68.98184204101562,71.85086632827617,66.14169206947223,68.53897276664941,2718700
2025-04-08,66.96966552734375,71.93751675649666,65.97802268427176,71.2828388583591,2331700
2025-04-09,74.39254760742188,74.90281716486662,65.84323160990463,66.05504022897898,2933800
2025-04-10,69.28028869628906,72.85213153822005,68.35603891076079,72.73660490583174,2040900
2025-04-11,69.90608215332031,70.32969937626552,67.82651470826283,69.28028598631964,2092100
2025-04-14,70.69554901123047,71.8604890796544,70.15640513699378,71.09990691690798,2484700
2025-04-15,70.36820220947266,71.65830584685011,70.22379392698753,70.98437604430633,2267600
2025-04-16,68.97220611572266,70.91698769335828,68.61598185667657,69.9542265724294,1508500
2025-04-17,69.4535903930664,70.59927853877547,69.29955242502218,69.3476860764739,1635700
2025-04-21,67.64360046386719,69.1262535164808,67.20073121624773,68.66412493249962,1843300
2025-04-22,70.13714599609375,70.26230964244941,68.67375232826558,69.34768217293295,1848800
2025-04-23,71.2828369140625,73.29500420556238,71.00363529722232,71.87012180719451,1549800
2025-04-24,72.20708465576172,72.6307019028999,70.66666831882904,71.14804888320079,1987200
2025-04-25,70.72443389892578,71.6775653901981,68.8759342354629,71.52352742421856,2703600
2025-04-28,71.11917114257812,71.59092206497179,70.07938730338462,70.59927922298138,1811600
2025-04-29,71.8123550415039,72.12044567980583,70.6474148602439,70.6474148602439,1626000
2025-04-30,71.38874816894531,71.67757213682418,69.52098899312986,70.81109288790215,1807500
2025-05-01,71.31172180175781,71.98565170375313,70.83034120167972,71.53316010971915,1665700
2025-05-02,73.96894073486328,74.01707438507373,72.04341843961416,72.5151693452705,1817900
2025-05-05,73.70899200439453,74.55622652554786,72.9676691436701,73.42016806377976,988400
2025-05-06,73.4971923828125,73.99783236036482,72.97730775692561,73.28539107184795,1203400
2025-05-07,74.66212463378906,74.95094855039297,73.94967614654105,74.08446211001304,1816700
2025-05-08,75.90408325195312,76.50099779126018,74.84504748793722,75.31680572581989,1318200
2025-05-09,75.96186065673828,76.29882560993333,75.59600669731073,75.95223098799411,933100
2025-05-12,78.65758514404297,79.22561805745245,78.22434555294062,78.41689485003391,1539900
2025-05-13,78.65758514404297,79.29301104596358,78.43615418691417,78.71535580939884,978900
2025-05-14,78.02217102050781,79.14859989760376,77.79111038181037,78.65758961324708,1155100
2025-05-15,78.38800811767578,78.45540110182606,77.66593728237231,77.94513888679045,885700
2025-05-16,78.51318359375,78.68648091414651,78.06068462686547,78.49392425521401,1036900
2025-05-19,78.2724838256836,78.79236837879856,77.66593960490847,77.99328221291617,864200
2025-05-20,77.53115844726562,78.4457859966369,77.41563180397013,77.94514605807292,764400
2025-05-21,74.47920227050781,77.33860402742563,74.46957260244203,77.03052075688176,1040300
2025-05-22,74.46956634521484,74.99908786507179,73.96893382712787,74.43105502147216,826000
2025-05-23,74.14224243164062,74.6043636965433,73.22761487999207,73.22761487999207,846000
2025-05-27,75.95222473144531,75.97148406734716,74.69101000539966,75.28791720323649,904000
2025-05-28,74.77765655517578,76.26993927174938,74.68138190949337,76.00036732572478,1069100
2025-05-29,75.62488555908203,75.85594616095159,74.82579210206485,75.26866131618321,1014700
2025-05-30,74.98946380615234,75.62488967750312,74.65249887980777,75.37456972709664,1960700
2025-06-02,74.83391571044922,74.86308195815242,73.77416173203909,74.83391571044922,874500
2025-06-03,75.19364166259766,75.55337602073126,73.8227761150168,74.6394607105693,1073200
2025-06-04,74.22138977050781,75.54364730563073,74.22138977050781,75.23252832193485,734300
2025-06-05,73.8324966430664,74.59084870262114,73.4338715043631,74.2797297187612,1208800
2025-06-06,74.83391571044922,75.34920586697159,74.22139483803326,74.64918625144604,1164300
2025-06-09,74.70751190185547,75.24225111962652,74.16305554751513,74.86307509890213,1052900
2025-06-10,74.6297378540039,75.26170036222469,74.31861887701757,74.70751203500434,1143200
2025-06-11,74.36722564697266,74.98946359118959,74.11444658177673,74.64917837445554,1383300
2025-06-12,74.88252258300781,74.91169624795722,73.3658183827701,73.92972388919871,971700
2025-06-13,73.7936019897461,74.77557424470542,73.66720504131233,74.77557424470542,1263200
2025-06-16,74.60057067871094,75.32003191320918,74.17277930906589,74.46444917391908,1152300
2025-06-17,73.69637298583984,74.67833774695742,73.21996630859115,74.42555870502298,1098100
2025-06-18,73.86166381835938,74.67834837964674,73.62832643194324,73.62832643194324,939600
2025-06-20,74.48390197753906,75.03808290768224,73.80333150812174,74.51306822370526,2262700
2025-06-23,75.18392181396484,75.27142055276346,73.43387286137435,74.34778813857848,804800
2025-06-24,75.76726531982422,76.18533213725364,75.514478835,75.514478835,790400
2025-06-25,74.9214096069336,75.85476656136859,74.79502006917507,75.85476656136859,1006300
2025-06-26,76.22422790527344,76.30200950839163,74.81446416498846,75.32976172240004,855800
2025-06-27,76.99230194091797,77.31313806201507,76.26311612609982,76.51589520118702,2230700
2025-06-30,77.22563934326172,77.37147798979272,76.81729706710429,77.00201909622596,845700
2025-07-01,78.58678436279297,79.15068981614665,76.51589198836065,77.14785448486657,1185900
2025-07-02,78.27567291259766,78.60623360605256,77.43953920629609,78.60623360605256,1200600
