Date,Open,High,Low,Close,Volume
2024-03-12,106.01346016954191,106.9409441902385,105.55937783867229,106.85398864746094,1755400
2024-03-13,106.96028001686302,107.36605295633062,106.16805349985964,106.61247253417969,1801900
2024-03-14,106.89263120515311,107.24043862279794,105.97481057974939,106.67042541503906,2883300
2024-03-15,105.97481859509483,107.3080755495818,105.8781996832288,106.84432983398438,6537600
2024-03-18,107.4046834109221,108.28386535606438,107.20179697073262,107.29840850830078,3071500
2024-03-19,106.92161892371247,107.94572186617592,106.45788059251095,107.52062225341797,2544000
2024-03-20,107.39503357515547,108.39980246866568,106.49653221937238,108.22589874267578,2195300
2024-03-21,108.67032398068152,109.51085250508388,108.2258976192188,108.7862548828125,2410900
2024-03-22,108.75727280750372,109.03745144097567,108.18725954598331,108.6413345336914,1479300
2024-03-25,108.52540110087618,108.88286453756811,107.85876894122553,107.94572448730469,1435900
2024-03-26,107.8394468219925,108.28386579339117,107.5399414720374,108.15826416015625,1812800
2024-03-27,108.20656675353888,109.61711575705759,107.86842270663155,109.60745239257812,1937300
2024-03-28,109.83932756358018,110.03255062486926,109.21134155790976,109.5784683227539,2322600
2024-04-01,109.43356058843605,110.24511376026229,109.34661241162692,109.69441986083984,2057200
2024-04-02,109.48185742472788,109.72338993822851,108.48674464846324,109.43354797363281,1964400
2024-04-03,109.5978083185003,110.3224059425292,109.25000086928738,109.69441986083984,1981800
2024-04-04,110.57358912157014,111.04699818677909,108.82489596568043,109.21134948730469,1888400
2024-04-05,109.76203647101293,110.88274350529734,109.46253851177084,110.66053771972656,1693800
2024-04-08,110.82478653168418,111.07598242982297,110.11951566323982,110.78614044189453,1775600
2024-04-09,111.10496871580963,111.35616462200032,109.26931993239427,110.38037109375,1877500
2024-04-10,108.83456666024374,110.37071011414282,108.70896501893915,110.21613311767578,2012900
2024-04-11,110.16782305933386,110.34172678627866,109.13406406332535,109.67509460449219,1673000
2024-04-12,108.93116811480677,109.57847350884664,108.03266683241276,108.83455657958984,1981100
2024-04-15,110.39003395291569,110.49630886000936,107.66554720130773,107.9747085571289,1708500
2024-04-16,108.08098611530826,108.2258997458195,106.75738511239517,107.71385192871094,2326200
2024-04-17,108.25487296660371,108.52538819603735,105.88784996708492,106.09073638916016,2317300
2024-04-18,107.07620318756986,107.07620318756986,105.2502178467154,105.60768127441406,1677900
2024-04-19,105.8685425549589,106.39025371529786,104.68986260430292,104.90241241455078,2107900
2024-04-22,105.14394456128883,105.95549033815985,104.44832968340626,104.95071411132812,2448900
2024-04-23,105.40479571713982,106.69941392435594,105.01834219091165,106.0521011352539,2081900
2024-04-24,106.6994302070359,106.75739566497006,104.97005612577244,105.9072036743164,1876700
