Date,Open,High,Low,Close,Volume
2024-03-12,36.8133085182544,37.026889035216804,36.60943822662622,36.71622848510742,10346900
2024-03-13,36.75505803311684,36.81330456540442,36.40556402592944,36.677391052246094,12440900
2024-03-14,36.75506194704765,36.75506194704765,35.62891652806051,35.949283599853516,13671000
2024-03-15,36.03666086676982,36.279364678082544,35.842497077046396,35.89104080200195,17758000
2024-03-18,35.92016107816775,36.2405318599941,35.83278756524838,36.22111511230469,9414000
2024-03-19,36.23081115628152,36.34730790536041,35.79394371802955,35.900733947753906,14900300
2024-03-20,35.86191152088768,36.58031638567012,35.71629146548133,36.512359619140625,13891900
2024-03-21,36.71623048859035,36.77448073367658,36.36673642480509,36.7647705078125,10512500
2024-03-22,36.86185298423548,36.92009952395616,36.25023839360669,36.259944915771484,10437000
2024-03-25,36.25023526871851,36.30848550678378,35.6774542228564,35.764827728271484,9664500
2024-03-26,34.81342577564232,35.60949376298005,34.65809552697557,35.07554626464844,14861000
2024-03-27,35.279420187824456,35.78424447429324,35.18234016108131,35.764827728271484,8578300
2024-03-28,35.85219988962889,36.08519342642405,35.619202649468235,35.98811340332031,8659500
2024-04-01,35.90073722140794,35.920153965252446,35.49299671076903,35.706573486328125,12179900
2024-04-02,35.63862177032785,35.764828771467684,35.24058772368597,35.4444580078125,10635500
2024-04-03,35.444455869636194,35.745409868548315,35.22116885239128,35.35708236694336,9199500
2024-04-04,35.55125311029991,35.6968768778858,34.91051519898126,35.06584548950195,12437300
2024-04-05,35.22117239447622,35.44445943417643,35.094969091623426,35.2405891418457,8863200
2024-04-08,35.075546003758625,35.33766649081511,34.949339020353975,34.99787902832031,12537400
2024-04-09,34.94934262527779,35.0852561429487,34.61926535234887,34.90080261230469,12472900
2024-04-10,34.5027672025637,34.6192639697196,34.24064669893885,34.37656021118164,13709500
2024-04-11,34.328024071176344,34.65810136814403,34.114443554501406,34.39598083496094,10695400
2024-04-12,34.13386577335274,34.44452637284213,34.075615522186055,34.30861282348633,15163700
2024-04-15,34.66780908737473,34.784309575056774,33.95911445245596,34.114444732666016,15632500
2024-04-16,34.22123429215741,34.22123429215741,33.745533235636486,33.82320022583008,12794300
2024-04-17,33.73582891886722,33.76495219041065,32.93005050808139,33.163047790527344,24343500
2024-04-18,33.73582366847207,34.05619441905434,33.08537934945802,33.386329650878906,25707000
2024-04-19,33.444581698846456,33.599911970256315,33.20187791830819,33.337791442871094,13615400
2024-04-22,33.56107912425374,33.745532667810885,33.23100182821694,33.609619140625,14638300
2024-04-23,33.60961564532592,33.949403131319606,33.50282539839549,33.70669937133789,19272500
2024-04-24,33.42516516892159,33.42516516892159,32.43493329349517,32.68734359741211,23767900
2024-04-25,32.82326171573519,33.20187903355406,32.658221213675276,33.03683853149414,11992100
2024-04-26,32.658221201962746,33.1727520487253,32.59026443742301,32.998008728027344,10661900
2024-04-29,32.900917251693635,33.16303772613411,32.7650037545834,32.95916748046875,11084600
2024-04-30,32.910631361104,32.97858811768382,32.16310333536051,32.2504768371582,17483700
2024-05-01,32.24076654898313,32.541720544215636,31.998062789288834,32.23106002807617,12227700
2024-05-02,32.337849279172595,32.77471307047858,32.192225546493695,32.59025955200195,9457500
2024-05-03,32.83296779527986,32.978591547877905,32.677637520746025,32.862091064453125,6618000
2024-05-06,32.88150553287689,32.98829578359904,32.57084500533917,32.697052001953125,8992900
2024-05-07,32.88150619312228,33.14362671287654,32.862089446840585,32.96887969970703,9546200
2024-05-08,32.900923637677444,33.25041767143396,32.85238362262588,33.22129440307617,8092200
2024-05-09,33.22129126482954,33.63874202089695,33.0853777541779,33.49311828613281,11379500
2024-05-10,33.590198031309086,33.6775715307772,33.24070773680202,33.37662124633789,7834500
2024-05-13,33.570789151233036,33.60961894208115,33.133921599740674,33.51253890991211,10039100
2024-05-14,33.51253938680749,33.66786966250786,32.82326151984744,32.93975830078125,14001200
2024-05-15,33.07566584467415,33.33778633187383,32.80383883722199,32.852378845214844,12532100
2024-05-16,32.90092480601468,33.007715064939795,32.74559453031431,32.93975830078125,10161600
2024-05-17,32.930045147029574,32.94946189268618,32.4931813315354,32.54172134399414,8218400
2024-05-20,32.55142565671341,32.64850937840987,32.18251862436279,32.43492889404297,7800300
2024-05-21,32.37668546962034,32.38639569551464,31.978651385374285,32.1048583984375,9165600
2024-05-22,32.1436940205249,33.05625903652193,32.13398379398859,33.017425537109375,17390900
